,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
2279,0,3,0,1.0,20,37.72091,-122.46372,15,0,5,1.0,2.0,4.0,4,3.0,8.0,90.0,10.0,9.0,9.0,10.0,10.0,9.0,145.0
2280,0,3,0,101.0,18,37.75111,-122.43075,1,0,4,2.0,2.0,2.0,4,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,322.0
2282,1,3,0,2.0,1,37.73822,-122.41346,15,0,6,2.0,3.0,3.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
2283,0,1,0,1.0,2,37.76366,-122.43185,22,1,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,87.0
2284,1,0,0,1.0,24,37.79077,-122.43973,11,0,2,1.0,1.0,1.0,4,3.0,63.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
2285,0,1,0,1.0,6,37.78707,-122.41197,1,0,2,1.0,0.0,1.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
2286,1,1,1,41.0,16,37.76676,-122.41921,8,0,2,1.0,1.0,1.0,4,30.0,8.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,134.0
2287,0,0,0,1.0,18,37.75297,-122.43558,1,1,1,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
2288,1,3,0,1.0,18,37.75363,-122.42696,22,1,1,1.0,1.0,1.0,4,1.0,79.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,85.0
2289,1,1,1,1.0,31,37.77426,-122.40192,1,0,4,1.0,2.0,2.0,4,2.0,197.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,275.0
2290,0,3,0,1.0,13,37.76163,-122.45213,15,0,6,2.0,3.0,4.0,4,5.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
2291,1,1,0,13.0,35,37.77815,-122.43752,8,0,4,2.0,2.0,4.0,4,30.0,44.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,334.0
2292,0,1,0,1.0,29,37.79921,-122.42248,8,0,5,1.0,3.0,3.0,4,30.0,83.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,217.0
2293,1,1,1,1.0,26,37.7626,-122.395,1,0,4,1.0,0.0,2.0,4,30.0,156.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2294,0,3,0,5.0,13,37.76194,-122.46392,1,1,2,1.0,1.0,1.0,4,1.0,61.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,65.0
2295,0,1,1,3.0,16,37.75584,-122.40877,1,0,4,1.0,2.0,2.0,4,2.0,47.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,165.0
2297,0,1,0,2.0,7,37.72531,-122.40625,15,1,2,1.0,1.0,1.0,4,2.0,38.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,70.0
2299,1,1,0,1.0,12,37.78665,-122.45959,1,0,2,1.0,1.0,1.0,4,30.0,66.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
2300,0,1,0,4.0,1,37.73964,-122.41049,15,1,2,2.0,1.0,1.0,4,31.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
2301,1,1,1,9.0,21,37.72375,-122.43922,15,1,2,1.0,1.0,1.0,4,2.0,89.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
2302,1,1,1,9.0,21,37.72373,-122.43997,15,1,2,1.0,1.0,1.0,4,2.0,126.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,70.0
2303,0,1,0,2.0,31,37.77568,-122.41076,1,0,5,2.0,2.0,2.0,4,30.0,28.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,200.0
2304,1,3,0,2.0,11,37.76123,-122.45095,1,0,2,1.0,1.0,1.0,4,2.0,45.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2305,1,3,0,1.0,18,37.7537,-122.42759,8,0,6,1.0,3.0,6.0,4,30.0,30.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,340.0
2307,1,1,1,1.0,1,37.73286,-122.42863,11,0,2,1.0,1.0,1.0,4,3.0,43.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
2308,0,3,0,1.0,32,37.75762,-122.44425,15,0,6,2.0,3.0,3.0,4,30.0,42.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,300.0
2309,1,3,0,1.0,23,37.75504,-122.509,15,0,5,1.0,2.0,2.0,4,3.0,32.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,220.0
2310,1,1,0,1.0,16,37.7647,-122.4222,1,0,2,1.0,1.0,1.0,4,30.0,241.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,149.0
2311,0,3,0,101.0,12,37.7856,-122.46617,8,0,3,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0
2312,0,1,0,1.0,32,37.75569,-122.44122,8,1,2,1.0,1.0,1.0,4,30.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
2313,0,3,0,1.0,34,37.7341,-122.44876,15,0,6,2.0,3.0,5.0,4,2.0,5.0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,299.0
2314,0,3,0,1.0,13,37.76403,-122.46803,11,0,4,1.0,1.0,1.0,4,2.0,193.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
2316,1,1,0,2.0,11,37.76483,-122.45131,1,0,6,2.0,3.0,3.0,4,2.0,13.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,400.0
2317,1,0,1,1.0,11,37.77605,-122.44131,1,0,2,2.0,1.0,1.0,4,3.0,37.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,285.0
2318,0,1,1,1.0,18,37.75298,-122.43957,8,0,3,1.0,1.0,1.0,4,30.0,36.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,175.0
2319,0,3,0,2.0,11,37.76719,-122.44824,1,0,4,2.0,2.0,2.0,4,3.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,215.0
2320,1,0,0,4.0,6,37.78877,-122.4083,4,1,2,1.0,1.0,1.0,4,5.0,51.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
2321,0,3,0,44.0,17,37.79094,-122.41725,1,0,2,1.0,0.0,1.0,4,30.0,10.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,107.0
2322,0,3,0,44.0,17,37.79248,-122.41649,1,0,2,1.0,0.0,1.0,4,30.0,8.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,107.0
2323,0,1,0,2.0,16,37.75009,-122.41452,12,0,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,9.0,9.0,9.0,110.0
2324,1,1,0,3.0,2,37.76223,-122.43,1,1,2,2.0,1.0,1.0,4,2.0,133.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,133.0
2325,1,0,0,4.0,6,37.78909,-122.40993,4,1,2,1.0,1.0,2.0,4,3.0,62.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,125.0
2326,1,0,1,1.0,31,37.7836,-122.39862,8,0,4,2.0,2.0,2.0,4,31.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
2327,0,3,0,1.0,2,37.76168,-122.42963,1,0,2,1.0,1.0,1.0,4,30.0,19.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0
2328,0,1,0,1.0,19,37.80516,-122.40867,1,0,2,1.0,1.0,1.0,4,4.0,9.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
2329,1,1,0,9.0,21,37.72564,-122.4381,15,1,2,1.0,1.0,1.0,4,2.0,85.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0
2330,0,3,1,3.0,15,37.79948,-122.44508,22,0,3,1.0,1.0,3.0,4,30.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
2332,1,1,0,852.0,26,37.76235,-122.39621,1,0,4,2.0,2.0,2.0,4,30.0,7.0,77.0,9.0,9.0,9.0,10.0,10.0,9.0,195.0
2333,0,0,0,1.0,1,37.73615,-122.41245,15,1,2,1.0,1.0,2.0,4,1.0,194.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,86.0
2334,1,3,0,89.0,6,37.77886,-122.42209,4,1,4,2.0,2.0,2.0,4,1.0,33.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
2335,1,3,0,10.0,6,37.77997,-122.42127,1,0,2,1.0,0.0,1.0,4,2.0,11.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
2336,0,3,0,1.0,18,37.75175,-122.43104,1,0,4,2.0,2.0,2.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
2337,0,1,0,2.0,23,37.74666,-122.50072,1,0,4,1.0,1.0,2.0,4,3.0,77.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,140.0
2339,1,1,0,1.0,31,37.7791,-122.40413,17,1,2,1.0,1.0,1.0,3,3.0,53.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
2341,1,1,1,3.0,12,37.77587,-122.46651,15,1,2,1.0,1.0,1.0,4,2.0,143.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
2342,1,0,0,1.0,16,37.75111,-122.41336,15,1,3,3.0,1.0,2.0,4,3.0,136.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
2343,1,0,0,4.0,6,37.78889,-122.409,4,1,2,2.0,1.0,1.0,4,5.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,279.0
2344,1,0,0,4.0,6,37.78938,-122.40815,4,1,2,1.0,1.0,1.0,4,5.0,3.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,279.0
2345,0,3,0,44.0,16,37.75798,-122.41082,1,0,5,2.0,4.0,4.0,4,30.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,253.0
2346,1,3,1,2.0,16,37.77013,-122.42161,1,0,2,1.0,1.0,1.0,4,3.0,15.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,175.0
2347,0,3,1,14.0,13,37.75404,-122.47362,1,0,4,1.0,2.0,2.0,4,30.0,3.0,100.0,9.0,9.0,10.0,10.0,9.0,9.0,106.0
2348,1,3,0,2.0,25,37.73751,-122.50636,11,0,4,1.0,1.0,2.0,4,1.0,252.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
2349,1,1,0,1.0,34,37.72398,-122.45637,15,1,2,1.0,1.0,1.0,4,2.0,82.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
2350,1,3,0,2.0,18,37.75305,-122.43668,17,0,2,1.0,1.0,2.0,4,3.0,152.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
2352,1,1,1,1.0,23,37.76013,-122.49562,17,1,2,1.0,1.0,1.0,4,1.0,184.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
2353,1,1,1,1.0,0,37.73085,-122.39665,15,0,4,1.0,2.0,2.0,4,2.0,42.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,167.0
2354,1,3,1,1.0,23,37.75103,-122.50651,15,1,2,1.0,1.0,1.0,4,2.0,133.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2356,1,1,0,1.0,7,37.72583,-122.43042,11,0,4,1.0,1.0,2.0,4,2.0,222.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2357,0,3,0,1.0,11,37.76984,-122.4461,1,0,4,1.0,2.0,2.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,127.0
2359,1,3,0,1.0,2,37.76323,-122.44424,15,0,4,2.0,2.0,2.0,4,30.0,33.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,395.0
2360,1,3,0,89.0,6,37.78842,-122.41016,14,1,4,1.0,0.0,2.0,4,1.0,116.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,235.0
2361,1,1,0,1.0,16,37.75725,-122.40931,1,0,4,1.0,2.0,2.0,4,31.0,52.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,120.0
2363,0,3,1,1.0,18,37.75558,-122.42686,8,0,12,3.0,4.0,5.0,4,3.0,34.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,480.0
2364,1,0,1,2.0,35,37.7792,-122.43533,15,1,2,1.0,1.0,1.0,4,2.0,136.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
2365,1,1,0,1.0,35,37.77362,-122.42591,1,1,2,1.0,1.0,1.0,4,1.0,107.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2366,1,3,0,5.0,29,37.80546,-122.41848,1,0,4,1.0,1.0,2.0,4,30.0,5.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,140.0
2367,1,1,0,1.0,11,37.77025,-122.44738,11,0,2,1.0,0.0,1.0,4,2.0,251.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
2368,0,0,0,1.0,18,37.75124,-122.43891,15,0,2,1.0,1.0,1.0,4,30.0,8.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,110.0
2369,0,1,0,4.0,1,37.74754,-122.40578,15,1,2,1.0,1.0,2.0,4,5.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2370,0,3,0,1.0,11,37.77352,-122.44335,1,0,2,1.0,1.0,1.0,4,30.0,24.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0
2371,0,1,0,1.0,16,37.76818,-122.42416,1,0,2,1.0,0.0,2.0,4,30.0,5.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,180.0
2372,1,3,1,2.0,26,37.75802,-122.39756,1,1,2,1.0,1.0,1.0,4,5.0,87.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
2373,1,1,1,10.0,13,37.74941,-122.46641,15,0,6,2.0,3.0,4.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0
2374,1,1,1,2.0,22,37.78113,-122.5011,15,1,2,1.0,1.0,1.0,4,2.0,273.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
2376,1,4,0,82.0,6,37.78812,-122.41063,1,1,4,1.0,1.0,2.0,4,1.0,9.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,259.0
2377,1,1,0,1.0,25,37.7441,-122.47482,11,1,2,1.0,1.0,1.0,4,3.0,50.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,87.0
2378,1,1,0,1.0,16,37.75628,-122.42349,1,1,2,1.0,1.0,1.0,4,2.0,70.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
2379,0,3,0,1.0,16,37.75993,-122.40821,1,0,5,1.0,2.0,3.0,4,3.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
2380,0,1,0,1.0,22,37.77325,-122.50589,1,0,4,1.0,1.0,2.0,4,30.0,36.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
2382,1,1,1,1.0,18,37.75218,-122.44197,1,0,2,1.0,0.0,1.0,4,2.0,219.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,117.0
2383,0,3,1,2.0,11,37.77011,-122.44374,1,0,2,1.0,1.0,1.0,4,30.0,3.0,93.0,9.0,10.0,10.0,9.0,10.0,9.0,135.0
2384,1,3,0,1.0,16,37.75907,-122.42021,1,0,2,1.0,1.0,1.0,4,2.0,44.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2385,1,1,0,1.0,23,37.74905,-122.50223,11,0,2,1.0,1.0,1.0,4,2.0,108.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
2386,1,1,0,4.0,35,37.78654,-122.44271,15,1,6,1.0,1.0,4.0,4,1.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,275.0
2387,1,1,0,1.0,16,37.76095,-122.42098,1,1,2,1.0,1.0,1.0,4,2.0,74.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
2389,0,1,0,1.0,1,37.74021,-122.41213,1,1,2,1.0,1.0,1.0,4,2.0,55.0,91.0,10.0,9.0,9.0,9.0,9.0,9.0,85.0
2390,0,1,0,4.0,1,37.74182,-122.40896,15,1,1,2.0,1.0,1.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2391,1,1,0,1.0,26,37.75817,-122.39978,15,0,4,1.0,2.0,2.0,4,30.0,44.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
2392,1,1,0,2.0,11,37.76631,-122.4516,1,1,2,1.0,1.0,1.0,4,2.0,87.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
2393,0,3,0,1.0,15,37.80268,-122.42887,8,0,3,1.0,2.0,2.0,4,3.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
2394,1,3,0,10.0,6,37.78882,-122.41094,1,0,4,1.0,0.0,2.0,4,2.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,265.0
2395,1,3,0,3.0,18,37.75282,-122.438,15,0,5,1.0,2.0,3.0,4,30.0,22.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
2396,1,1,0,1.0,35,37.78829,-122.42194,1,1,2,1.0,1.0,1.0,4,30.0,40.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
2397,0,1,0,1.0,24,37.79215,-122.43476,1,0,2,1.0,1.0,1.0,4,2.0,32.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,267.0
2398,1,1,1,1.0,31,37.77756,-122.41165,15,1,1,1.0,1.0,1.0,4,2.0,128.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
2399,0,1,0,1.0,6,37.77583,-122.42048,8,0,4,1.0,1.0,1.0,4,31.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
2400,1,1,0,2.0,18,37.75065,-122.42873,1,1,2,1.0,1.0,1.0,4,30.0,12.0,90.0,10.0,9.0,9.0,10.0,10.0,9.0,95.0
2402,0,0,0,1.0,35,37.77896,-122.44232,1,0,4,2.0,2.0,2.0,4,3.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2403,0,0,1,31.0,2,37.76016,-122.43267,20,0,3,1.0,1.0,1.0,4,30.0,3.0,93.0,10.0,9.0,10.0,9.0,9.0,8.0,175.0
2404,1,0,0,2.0,1,37.7417,-122.41181,15,0,6,1.0,3.0,4.0,4,2.0,53.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,270.0
2406,1,3,0,1.0,26,37.762,-122.39278,15,0,6,1.0,3.0,3.0,4,3.0,56.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
2407,0,1,1,1.0,35,37.78647,-122.42258,8,0,2,1.0,1.0,1.0,4,30.0,6.0,97.0,9.0,10.0,10.0,10.0,9.0,9.0,150.0
2408,1,1,0,1.0,21,37.72729,-122.44225,11,0,4,1.0,1.0,2.0,4,2.0,38.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,149.0
2409,1,1,1,4.0,1,37.74287,-122.42206,8,1,2,1.0,1.0,1.0,4,4.0,101.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
2410,1,3,0,4.0,12,37.77761,-122.46018,15,1,2,1.0,1.0,1.0,4,5.0,49.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,90.0
2411,1,3,0,1.0,23,37.76261,-122.49146,15,0,4,2.0,2.0,2.0,4,3.0,55.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
2413,0,1,0,1.0,31,37.77415,-122.40861,1,0,2,1.0,1.0,1.0,4,3.0,17.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0
2415,0,0,0,1.0,1,37.73994,-122.41502,11,0,3,1.0,1.0,2.0,4,30.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,110.0
2416,1,1,0,1.0,16,37.75353,-122.41015,1,0,4,1.0,2.0,3.0,4,30.0,70.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,175.0
2417,0,1,0,2.0,29,37.79782,-122.41521,1,0,3,1.0,1.0,2.0,4,30.0,72.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,198.0
2418,1,0,0,2.0,21,37.72778,-122.44241,15,1,2,1.0,1.0,2.0,4,2.0,2.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,100.0
2419,0,3,0,1.0,11,37.76003,-122.44952,1,0,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
2423,1,3,0,1.0,6,37.77431,-122.42169,1,1,2,1.0,1.0,1.0,4,1.0,175.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
2424,0,3,1,1.0,22,37.77361,-122.50037,11,0,2,1.0,1.0,1.0,4,2.0,125.0,91.0,10.0,9.0,10.0,10.0,10.0,10.0,70.0
2425,0,0,0,1.0,22,37.77398,-122.50725,15,0,2,1.0,0.0,1.0,0,31.0,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,43.0
2426,1,3,0,2.0,35,37.77384,-122.42919,8,0,4,1.0,2.0,2.0,4,7.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,265.0
2427,0,1,0,2.0,35,37.77751,-122.4365,1,0,2,1.0,1.0,1.0,4,30.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0
2428,0,1,0,2.0,7,37.72629,-122.40463,15,0,6,2.0,3.0,3.0,4,3.0,47.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,320.0
2429,0,1,1,1.0,17,37.79687,-122.41381,1,0,2,1.0,1.0,1.0,4,30.0,75.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0
2430,1,1,1,5.0,24,37.79404,-122.43177,20,0,2,1.0,1.0,1.0,4,3.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0
2431,1,0,1,37.0,3,37.79136,-122.4061,4,1,4,2.0,1.0,2.0,4,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
2433,0,1,0,1.0,35,37.77751,-122.43786,8,0,4,1.0,2.0,2.0,4,3.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
2434,0,3,0,3.0,12,37.78506,-122.46393,1,0,2,1.0,1.0,2.0,4,30.0,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
2435,0,3,0,2.0,22,37.77794,-122.47993,15,0,8,1.0,3.0,4.0,4,30.0,140.0,89.0,8.0,8.0,9.0,9.0,9.0,8.0,238.0
2436,1,1,1,1.0,35,37.77225,-122.43386,8,1,2,1.0,1.0,1.0,4,3.0,85.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,119.0
2437,0,0,0,1.0,18,37.75582,-122.43913,15,1,2,1.0,1.0,1.0,4,2.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
2439,1,1,0,3.0,35,37.77219,-122.42565,22,0,7,1.0,3.0,5.0,4,2.0,24.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0
2440,0,3,0,1.0,12,37.775,-122.46675,8,0,4,1.0,2.0,2.0,4,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0
2442,0,0,0,1.0,11,37.77281,-122.45204,8,0,6,1.0,2.0,0.0,4,5.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
2443,0,3,0,5.0,35,37.76993,-122.43625,1,1,4,1.0,2.0,3.0,4,30.0,29.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
2444,1,1,0,3.0,35,37.77231,-122.42411,22,1,4,1.0,2.0,3.0,4,2.0,179.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
2445,0,3,1,1.0,13,37.76304,-122.4645,1,1,2,1.0,1.0,1.0,3,1.0,229.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,94.0
2446,0,1,1,1.0,1,37.7399,-122.41746,1,0,4,1.0,2.0,0.0,4,2.0,146.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,185.0
2447,0,3,0,1.0,31,37.7765,-122.40398,1,0,6,2.0,2.0,3.0,4,30.0,41.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,238.0
2448,1,3,1,4.0,23,37.75548,-122.49992,15,1,2,1.0,1.0,1.0,4,1.0,120.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,70.0
2449,0,3,0,1.0,19,37.80153,-122.40618,1,0,4,1.0,1.0,2.0,4,30.0,72.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,237.0
2450,0,3,0,33.0,24,37.79543,-122.43711,1,0,4,2.0,2.0,2.0,4,30.0,4.0,90.0,10.0,10.0,9.0,9.0,10.0,10.0,261.0
2451,0,3,0,1.0,11,37.77046,-122.45271,8,0,4,2.0,2.0,2.0,4,4.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0
2452,1,1,0,2.0,18,37.74704,-122.42582,1,0,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
2453,1,1,0,1.0,16,37.75019,-122.41517,1,0,2,1.0,2.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
2454,1,1,0,1.0,2,37.75875,-122.43514,1,0,3,1.0,1.0,2.0,4,1.0,93.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
2455,0,3,0,4.0,6,37.78252,-122.4215,13,2,8,2.0,1.0,8.0,4,5.0,23.0,88.0,9.0,8.0,9.0,9.0,8.0,9.0,99.0
2456,1,0,1,1.0,20,37.7174,-122.46943,15,1,2,1.0,1.0,1.0,4,1.0,60.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
2457,1,0,0,3.0,18,37.75378,-122.43845,15,1,2,1.0,1.0,1.0,4,2.0,70.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
2458,0,1,0,2.0,12,37.78267,-122.46974,11,0,5,1.0,1.0,3.0,4,2.0,106.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,149.0
2459,0,0,1,31.0,6,37.78532,-122.40736,20,0,3,1.0,1.0,2.0,4,30.0,5.0,95.0,10.0,9.0,10.0,10.0,10.0,8.0,189.0
2460,0,1,0,1.0,32,37.75196,-122.44851,15,0,4,1.0,2.0,2.0,4,3.0,11.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,300.0
2461,0,3,0,1.0,11,37.77363,-122.44657,8,1,3,1.0,1.0,2.0,4,2.0,148.0,94.0,9.0,8.0,10.0,10.0,10.0,9.0,109.0
2462,1,1,0,3.0,12,37.77771,-122.47169,15,1,2,1.0,1.0,1.0,4,3.0,40.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2463,0,0,0,1.0,0,37.72001,-122.39249,15,0,2,1.0,1.0,1.0,4,2.0,128.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
