,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
5077,0,1,0,483.0,31,37.78014,-122.39866,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
5078,0,1,1,76.0,35,37.7766,-122.43286,4,1,2,1.0,1.0,2.0,4,2.0,18.0,98.0,10.0,10.0,10.0,9.0,10.0,9.0,300.0
5079,0,1,1,76.0,35,37.77842,-122.43444,4,1,2,1.0,1.0,1.0,4,2.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
5080,0,1,1,76.0,35,37.77841,-122.43267,4,1,2,1.0,1.0,1.0,4,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
5081,0,1,1,76.0,35,37.77708,-122.43423,4,1,2,1.0,1.0,1.0,4,2.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
5082,0,1,1,76.0,35,37.7768,-122.43341,4,1,2,1.0,1.0,1.0,4,2.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
5083,0,1,0,483.0,31,37.7821,-122.39888,1,0,5,2.0,2.0,3.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
5084,0,1,1,76.0,35,37.77827,-122.43398,4,1,2,1.0,1.0,1.0,4,2.0,6.0,100.0,10.0,10.0,9.0,9.0,10.0,10.0,300.0
5085,0,1,1,76.0,35,37.77787,-122.43408,4,1,2,1.0,1.0,1.0,4,2.0,20.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0
5086,0,1,1,76.0,35,37.77676,-122.43402,4,1,2,1.0,1.0,1.0,4,2.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
5087,0,1,1,76.0,35,37.77693,-122.43333,4,1,2,1.0,1.0,1.0,4,2.0,6.0,93.0,10.0,10.0,10.0,9.0,10.0,10.0,200.0
5088,0,1,1,76.0,35,37.77853,-122.43257,4,1,2,1.0,1.0,1.0,4,2.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0
5089,0,1,1,76.0,35,37.77801,-122.43257,4,1,2,1.0,1.0,1.0,4,2.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,300.0
5090,0,1,0,1.0,18,37.7538,-122.43583,1,0,2,1.0,1.0,1.0,4,7.0,11.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0
5091,1,3,1,3.0,7,37.72066,-122.43223,15,0,5,1.0,2.0,3.0,4,3.0,16.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,279.0
5092,1,1,1,1.0,1,37.73283,-122.42755,15,0,7,2.0,2.0,6.0,4,3.0,27.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,275.0
5093,0,3,0,799.0,31,37.77201,-122.39192,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
5094,0,3,0,799.0,31,37.7736,-122.39115,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
5095,0,3,0,799.0,31,37.7751,-122.38985,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
5096,0,3,0,799.0,31,37.77548,-122.39108,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
5097,0,3,0,799.0,31,37.77344,-122.39135,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
5098,0,3,0,8.0,3,37.79304,-122.40739,1,0,7,2.0,3.0,4.0,4,30.0,4.0,90.0,9.0,8.0,7.0,8.0,9.0,9.0,200.0
5099,0,1,1,76.0,35,37.77716,-122.43428,4,1,2,1.0,1.0,1.0,4,2.0,18.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
5100,0,1,1,76.0,35,37.77682,-122.43281,4,1,2,1.0,1.0,1.0,4,2.0,18.0,99.0,10.0,10.0,10.0,9.0,10.0,10.0,200.0
5101,0,0,0,5.0,12,37.78187,-122.46295,15,1,2,2.0,1.0,2.0,4,1.0,92.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0
5102,0,0,1,1.0,14,37.73362,-122.48529,11,0,2,1.0,1.0,1.0,4,3.0,8.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,133.0
5103,0,3,0,799.0,31,37.77313,-122.39218,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
5104,0,3,1,14.0,25,37.74428,-122.49006,11,0,4,1.0,0.0,1.0,4,30.0,1.0,100.0,6.0,10.0,8.0,10.0,10.0,10.0,70.0
5105,0,3,0,2.0,16,37.7681,-122.42423,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
5106,0,0,0,1.0,6,37.78866,-122.41608,8,0,2,1.0,0.0,1.0,4,30.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
5107,0,3,1,41.0,3,37.79121,-122.40736,20,0,2,1.0,0.0,1.0,4,2.0,15.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,95.0
5108,0,3,1,41.0,3,37.79207,-122.40887,20,0,2,1.0,0.0,1.0,4,2.0,7.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
5109,1,0,1,1.0,35,37.77795,-122.44134,15,0,11,1.0,3.0,7.0,4,1.0,34.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
5110,1,0,1,37.0,3,37.79028,-122.4081,4,1,2,1.0,1.0,1.0,4,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
5111,1,3,1,2.0,0,37.73304,-122.39402,15,1,2,1.0,1.0,1.0,4,3.0,28.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
5112,0,3,0,799.0,31,37.77174,-122.39324,1,0,3,1.0,0.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
5113,0,3,0,799.0,31,37.77319,-122.39242,1,0,3,1.0,0.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
5114,1,3,0,1.0,17,37.79603,-122.41498,1,0,3,1.0,1.0,1.0,4,30.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
5115,1,1,1,1.0,11,37.77104,-122.43842,11,0,2,1.0,1.0,1.0,4,3.0,38.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,170.0
5116,1,1,0,2.0,23,37.74793,-122.48482,15,1,2,1.0,1.0,1.0,4,1.0,23.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
5117,1,1,0,4.0,23,37.75383,-122.50317,15,1,2,1.0,1.0,1.0,4,1.0,3.0,80.0,9.0,10.0,9.0,10.0,8.0,8.0,149.0
5118,0,3,1,1199.0,31,37.78701,-122.39268,1,0,4,2.0,2.0,2.0,4,30.0,1.0,100.0,10.0,10.0,10.0,8.0,10.0,10.0,200.0
5119,1,1,1,1.0,0,37.73672,-122.39209,12,0,1,1.0,0.0,1.0,4,30.0,3.0,100.0,10.0,10.0,10.0,10.0,6.0,9.0,60.0
5120,0,3,0,799.0,31,37.77409,-122.3902,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
5121,0,3,0,799.0,31,37.77339,-122.39097,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
5123,0,3,1,1199.0,31,37.78731,-122.39139,1,0,4,2.0,2.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,194.0
5127,0,3,0,799.0,31,37.77917,-122.40302,1,0,5,2.0,2.0,3.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,169.0
5128,0,3,0,799.0,31,37.77874,-122.40434,1,0,5,2.0,2.0,3.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
5132,0,4,1,27.0,11,37.76561,-122.44606,15,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
5133,0,3,0,87.0,6,37.78613,-122.41502,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,6.0,8.0,87.0
5135,0,3,1,41.0,3,37.79212,-122.40786,20,0,2,1.0,0.0,1.0,4,2.0,12.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,95.0
5136,1,1,1,4.0,33,37.71507,-122.40213,15,0,8,2.0,3.0,4.0,4,1.0,11.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,480.0
5137,0,1,1,8.0,4,37.71211,-122.44261,15,1,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
5139,1,1,0,852.0,17,37.79299,-122.41959,8,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,172.0
5140,1,1,0,1.0,17,37.79195,-122.40987,8,0,2,2.0,2.0,2.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
5141,0,0,1,5.0,30,37.77872,-122.50968,15,1,2,1.0,1.0,1.0,4,30.0,8.0,98.0,9.0,9.0,10.0,10.0,10.0,10.0,55.0
5142,0,3,1,1199.0,35,37.78445,-122.43487,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
5143,0,3,1,1199.0,35,37.78485,-122.43659,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
5144,0,3,0,33.0,24,37.79401,-122.42942,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,182.0
5145,0,3,0,67.0,6,37.78751,-122.40983,14,1,4,1.0,0.0,2.0,4,1.0,28.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
5146,0,1,1,1.0,31,37.77043,-122.4063,1,0,3,1.0,0.0,3.0,4,2.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,190.0
5147,1,0,1,2.0,24,37.79565,-122.42486,11,0,6,1.0,2.0,5.0,4,1.0,97.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,459.0
5148,0,1,1,1.0,16,37.76684,-122.41743,1,0,6,1.0,3.0,3.0,4,1.0,20.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,400.0
5149,1,0,1,37.0,6,37.78966,-122.40732,4,1,4,2.0,1.0,2.0,4,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
5150,1,0,1,37.0,6,37.78973,-122.40777,4,1,4,2.0,1.0,2.0,4,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
5153,1,0,1,3.0,11,37.77568,-122.43997,1,1,2,1.0,1.0,1.0,4,2.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,149.0
5154,0,3,1,1199.0,31,37.77315,-122.39616,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
5155,1,1,0,3.0,31,37.77853,-122.40631,8,0,2,1.0,0.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0
5156,0,3,0,1.0,16,37.76669,-122.41985,1,0,3,1.0,1.0,2.0,4,4.0,5.0,85.0,10.0,10.0,9.0,10.0,8.0,9.0,175.0
5157,0,0,1,1.0,35,37.77869,-122.4375,1,1,2,1.0,1.0,1.0,4,31.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,104.0
5158,0,1,1,2.0,2,37.76042,-122.43114,1,1,5,1.0,1.0,3.0,4,2.0,21.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
5159,1,3,0,3.0,35,37.78249,-122.44368,1,1,1,1.0,1.0,2.0,4,30.0,2.0,100.0,10.0,9.0,10.0,10.0,9.0,10.0,55.0
5162,1,1,0,1.0,23,37.75971,-122.49554,11,0,2,1.0,1.0,2.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
5163,0,0,1,1.0,24,37.79263,-122.43647,8,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
5164,0,1,1,3.0,16,37.75741,-122.41056,1,0,5,1.0,3.0,3.0,4,4.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
5165,0,3,0,1.0,35,37.77213,-122.43245,1,0,5,2.0,2.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,499.0
5168,0,3,1,87.0,16,37.75393,-122.42334,1,0,3,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,104.0
5169,0,3,0,1.0,35,37.77703,-122.43767,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,112.0
5170,0,1,1,2.0,32,37.7548,-122.44355,12,0,4,1.0,1.0,2.0,4,1.0,16.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,279.0
5171,1,0,1,37.0,8,37.78959,-122.40587,4,1,4,2.0,1.0,2.0,4,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
5172,1,1,1,1.0,11,37.76735,-122.44844,11,0,4,1.0,0.0,2.0,4,1.0,85.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0
5173,1,1,0,852.0,6,37.78738,-122.4173,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,182.0
5174,1,1,0,852.0,6,37.78748,-122.41657,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0
5175,1,1,0,852.0,6,37.78795,-122.41655,1,0,2,1.0,0.0,1.0,4,30.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,138.0
5176,1,1,0,852.0,6,37.78879,-122.41549,1,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,8.0,156.0
5177,1,1,0,852.0,6,37.78786,-122.41704,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
5178,1,1,0,852.0,6,37.78811,-122.41569,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,137.0
5179,1,1,0,852.0,6,37.78916,-122.41594,1,0,2,1.0,0.0,1.0,4,30.0,2.0,100.0,10.0,9.0,10.0,10.0,9.0,10.0,130.0
5180,1,2,0,852.0,6,37.78921,-122.41599,1,0,2,1.0,0.0,1.0,4,30.0,1.0,60.0,8.0,6.0,10.0,10.0,8.0,6.0,130.0
5182,0,3,0,87.0,6,37.78422,-122.41526,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,86.0
5183,0,1,0,1.0,35,37.78681,-122.43866,8,0,2,1.0,1.0,1.0,4,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
5184,0,0,1,3.0,22,37.7781,-122.50226,15,1,2,1.0,1.0,1.0,4,1.0,105.0,96.0,10.0,10.0,10.0,9.0,9.0,9.0,65.0
5186,1,1,0,41.0,16,37.76242,-122.419,8,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,172.0
5187,0,0,1,87.0,16,37.7661,-122.41849,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0
5188,1,1,0,3.0,35,37.7775,-122.43791,8,1,1,1.0,1.0,1.0,4,2.0,22.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
5190,0,3,1,1199.0,31,37.77297,-122.39592,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
5191,0,0,0,2.0,4,37.7097,-122.4377,15,1,2,1.0,1.0,1.0,4,1.0,7.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,90.0
5192,0,1,1,4.0,23,37.76424,-122.50379,15,1,2,1.0,1.0,1.0,4,1.0,62.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,85.0
5193,0,1,0,2.0,1,37.74691,-122.41692,1,1,2,1.0,1.0,1.0,4,2.0,6.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,234.0
5194,0,3,0,1.0,31,37.77513,-122.40788,1,0,6,1.0,2.0,3.0,4,2.0,3.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,300.0
5195,1,1,0,1.0,2,37.7583,-122.43464,11,0,4,1.0,2.0,3.0,4,2.0,66.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
5196,1,0,0,6.0,31,37.77667,-122.39265,8,0,4,1.0,1.0,3.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
5197,0,1,1,1.0,18,37.74658,-122.42495,15,0,5,1.0,2.0,0.0,4,1.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,289.0
5199,1,1,0,1.0,16,37.75655,-122.41238,8,0,4,1.0,2.0,2.0,4,2.0,8.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,350.0
5200,0,1,1,1.0,1,37.74041,-122.41082,15,0,4,1.0,2.0,3.0,4,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0
5201,0,3,0,1.0,11,37.7667,-122.44123,1,1,1,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
5203,0,3,1,2.0,7,37.71819,-122.42846,11,0,2,1.0,0.0,1.0,4,31.0,59.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,100.0
5204,0,1,0,1.0,16,37.75915,-122.41582,1,1,2,1.0,1.0,1.0,4,2.0,23.0,95.0,10.0,10.0,10.0,9.0,9.0,9.0,169.0
5205,0,3,1,1.0,35,37.77146,-122.4319,1,0,3,1.0,2.0,1.0,4,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
5206,0,3,0,64.0,29,37.80045,-122.41976,1,0,5,2.0,2.0,2.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,250.0
5207,1,0,1,37.0,6,37.78984,-122.40785,4,1,2,1.0,0.0,1.0,4,2.0,2.0,90.0,9.0,9.0,9.0,10.0,10.0,10.0,225.0
5208,1,0,1,37.0,8,37.7895,-122.40625,4,1,2,1.0,0.0,1.0,4,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
5209,0,0,0,1.0,15,37.79876,-122.43327,1,0,3,1.0,1.0,1.0,4,100.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
5210,1,0,1,3.0,25,37.74534,-122.49105,15,1,2,1.0,1.0,1.0,4,2.0,40.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,69.0
5211,0,3,0,1.0,26,37.7645,-122.39476,8,0,2,1.0,1.0,1.0,4,2.0,14.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,225.0
5212,1,1,1,1.0,4,37.71041,-122.44738,1,0,4,1.0,1.0,2.0,4,2.0,18.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,160.0
5214,0,0,0,64.0,3,37.7909,-122.40862,1,0,3,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
5215,0,0,1,6.0,25,37.74366,-122.49949,15,1,2,1.0,1.0,1.0,4,1.0,33.0,84.0,9.0,8.0,9.0,9.0,9.0,9.0,65.0
5216,0,3,0,64.0,3,37.79147,-122.40863,1,0,3,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
5217,0,1,0,1.0,31,37.7724,-122.421,1,0,2,1.0,1.0,1.0,4,4.0,9.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,250.0
5218,0,3,1,87.0,6,37.78403,-122.41573,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,83.0
5219,0,3,1,87.0,6,37.78431,-122.40998,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,78.0
5221,1,2,0,852.0,3,37.79183,-122.40764,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,137.0
5222,1,1,0,852.0,3,37.79168,-122.40793,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,137.0
5223,1,1,0,852.0,3,37.79154,-122.40814,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,137.0
5224,0,0,1,5.0,18,37.75369,-122.42999,13,1,2,2.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
5225,0,0,1,5.0,18,37.75405,-122.42991,13,2,4,2.0,1.0,4.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,39.0
5227,1,0,0,2.0,2,37.7647,-122.44166,8,1,2,1.0,1.0,1.0,4,3.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
5228,0,3,0,87.0,6,37.78387,-122.41016,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,78.0
5229,0,3,0,87.0,6,37.78567,-122.41055,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,77.0
5230,1,3,0,2.0,0,37.73238,-122.394,15,0,6,2.0,3.0,3.0,4,3.0,3.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,300.0
5231,0,0,1,3.0,16,37.76919,-122.42367,1,2,2,5.0,1.0,2.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,45.0
5232,0,3,1,1199.0,31,37.78674,-122.3908,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
5233,0,3,1,1199.0,31,37.78778,-122.39157,1,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,177.0
5234,0,3,1,1199.0,31,37.77476,-122.39199,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,177.0
5235,0,0,1,87.0,16,37.76618,-122.41888,1,0,2,1.0,0.0,1.0,4,30.0,1.0,20.0,8.0,10.0,2.0,10.0,2.0,2.0,84.0
5236,0,3,0,64.0,3,37.79113,-122.40729,1,0,3,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,140.0
5237,0,3,0,87.0,6,37.7849,-122.41521,1,0,2,1.0,0.0,1.0,4,30.0,1.0,60.0,10.0,8.0,10.0,10.0,6.0,8.0,78.0
5238,0,3,0,87.0,6,37.78416,-122.41046,1,0,2,1.0,0.0,1.0,4,30.0,1.0,80.0,10.0,8.0,8.0,10.0,4.0,10.0,77.0
5239,0,0,1,11.0,14,37.73154,-122.49719,15,1,2,1.0,1.0,1.0,4,1.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,79.0
5240,0,0,0,11.0,14,37.73289,-122.49832,15,1,2,1.0,1.0,1.0,4,1.0,16.0,93.0,9.0,10.0,9.0,10.0,9.0,9.0,100.0
5242,1,1,0,4.0,33,37.71718,-122.40207,15,1,1,1.0,1.0,1.0,4,1.0,21.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,180.0
5243,1,1,0,4.0,33,37.71678,-122.4035,15,0,6,1.0,2.0,3.0,4,1.0,16.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,300.0
5244,1,1,0,4.0,33,37.71644,-122.40312,15,1,2,1.0,1.0,1.0,4,1.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
5245,0,0,1,31.0,35,37.77833,-122.42392,20,0,2,1.0,0.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,150.0
5246,1,1,0,1.0,16,37.75537,-122.41349,1,0,2,1.0,1.0,1.0,4,1.0,15.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
5247,1,1,0,41.0,17,37.79093,-122.41469,1,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,6.0,10.0,10.0,10.0,8.0,8.0,138.0
5248,1,1,0,3.0,1,37.746,-122.41176,15,1,2,1.0,1.0,1.0,4,2.0,33.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,164.0
5249,1,1,1,1.0,26,37.75228,-122.39277,1,0,4,2.0,2.0,3.0,4,1.0,7.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,239.0
5252,1,1,0,852.0,6,37.78667,-122.41451,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,172.0
5253,0,3,0,2.0,32,37.75907,-122.4465,8,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,183.0
5254,1,1,0,852.0,6,37.78699,-122.41405,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,172.0
5255,1,1,0,852.0,6,37.78673,-122.41425,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,157.0
5256,1,1,0,852.0,35,37.7755,-122.43033,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,143.0
5257,1,1,0,852.0,35,37.77603,-122.4315,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,143.0
5258,0,3,1,1.0,35,37.78622,-122.42979,1,0,3,1.0,1.0,2.0,4,30.0,2.0,80.0,9.0,6.0,10.0,8.0,9.0,8.0,88.0
5259,0,0,1,87.0,16,37.75395,-122.42467,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,8.0,10.0,10.0,6.0,94.0
5260,0,1,1,1.0,18,37.74621,-122.43256,5,1,6,1.0,2.0,5.0,4,1.0,6.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,250.0
5261,0,3,0,1.0,23,37.74645,-122.48944,15,0,5,2.0,3.0,3.0,4,30.0,2.0,100.0,9.0,10.0,9.0,10.0,9.0,8.0,137.0
5262,0,3,0,10.0,23,37.76483,-122.47879,1,1,4,1.0,1.0,2.0,4,30.0,1.0,40.0,6.0,2.0,10.0,6.0,10.0,4.0,55.0
